"WSNAME","YEAR","MONTHNUM","FILENAME"
"Gursum Biyo Nagaya",2021,6,"Gursum_Biyo_Nagaya__53_NDVI_mean.tif"
"Gursum Biyo Nagaya",2021,10,"Gursum_Biyo_Nagaya__57_NDVI_mean.tif"
"Gursum Biyo Nagaya",2021,11,"Gursum_Biyo_Nagaya__58_NDVI_mean.tif"
"Gursum Biyo Nagaya",2021,12,"Gursum_Biyo_Nagaya__59_NDVI_mean.tif"
"Gursum Biyo Nagaya",2022,4,"Gursum_Biyo_Nagaya__63_NDVI_mean.tif"
"Gursum Biyo Nagaya",2022,6,"Gursum_Biyo_Nagaya__65_NDVI_mean.tif"
"Gursum Biyo Nagaya",2022,10,"Gursum_Biyo_Nagaya__69_NDVI_mean.tif"
"Gursum Biyo Nagaya",2022,11,"Gursum_Biyo_Nagaya__70_NDVI_mean.tif"
"Gursum Biyo Nagaya",2022,12,"Gursum_Biyo_Nagaya__71_NDVI_mean.tif"
"Gursum Biyo Nagaya",2023,4,"Gursum_Biyo_Nagaya__75_NDVI_mean.tif"
"Gursum Biyo Nagaya",2023,6,"Gursum_Biyo_Nagaya__77_NDVI_mean.tif"
"Gursum Biyo Nagaya",2023,10,"Gursum_Biyo_Nagaya__81_NDVI_mean.tif"
"Gursum Biyo Nagaya",2023,11,"Gursum_Biyo_Nagaya__82_NDVI_mean.tif"
"Gursum Biyo Nagaya",2023,12,"Gursum_Biyo_Nagaya__83_NDVI_mean.tif"
"Gursum Egal",2017,4,"Gursum_Egal__3_NDVI_mean.tif"
"Gursum Egal",2017,6,"Gursum_Egal__5_NDVI_mean.tif"
"Gursum Egal",2017,10,"Gursum_Egal__9_NDVI_mean.tif"
"Gursum Egal",2017,11,"Gursum_Egal__10_NDVI_mean.tif"
"Gursum Egal",2017,12,"Gursum_Egal__11_NDVI_mean.tif"
"Gursum Egal",2018,4,"Gursum_Egal__15_NDVI_mean.tif"
"Gursum Egal",2018,6,"Gursum_Egal__17_NDVI_mean.tif"
"Gursum Egal",2018,10,"Gursum_Egal__21_NDVI_mean.tif"
"Gursum Egal",2018,11,"Gursum_Egal__22_NDVI_mean.tif"
"Gursum Egal",2018,12,"Gursum_Egal__23_NDVI_mean.tif"
"Gursum Egal",2019,4,"Gursum_Egal__27_NDVI_mean.tif"
"Gursum Egal",2019,6,"Gursum_Egal__29_NDVI_mean.tif"
"Gursum Egal",2019,10,"Gursum_Egal__33_NDVI_mean.tif"
"Gursum Egal",2019,11,"Gursum_Egal__34_NDVI_mean.tif"
"Gursum Egal",2019,12,"Gursum_Egal__35_NDVI_mean.tif"
"Gursum Egal",2020,4,"Gursum_Egal__39_NDVI_mean.tif"
"Gursum Egal",2020,6,"Gursum_Egal__41_NDVI_mean.tif"
"Gursum Egal",2020,10,"Gursum_Egal__45_NDVI_mean.tif"
"Gursum Egal",2020,11,"Gursum_Egal__46_NDVI_mean.tif"
"Gursum Egal",2020,12,"Gursum_Egal__47_NDVI_mean.tif"
"Gursum Egal",2021,4,"Gursum_Egal__51_NDVI_mean.tif"
"Gursum Egal",2021,6,"Gursum_Egal__53_NDVI_mean.tif"
"Gursum Egal",2021,10,"Gursum_Egal__57_NDVI_mean.tif"
"Gursum Egal",2021,11,"Gursum_Egal__58_NDVI_mean.tif"
"Gursum Egal",2021,12,"Gursum_Egal__59_NDVI_mean.tif"
"Gursum Egal",2022,4,"Gursum_Egal__63_NDVI_mean.tif"
"Gursum Egal",2022,6,"Gursum_Egal__65_NDVI_mean.tif"
"Gursum Egal",2022,10,"Gursum_Egal__69_NDVI_mean.tif"
"Gursum Egal",2022,11,"Gursum_Egal__70_NDVI_mean.tif"
"Gursum Egal",2022,12,"Gursum_Egal__71_NDVI_mean.tif"
"Gursum Egal",2023,4,"Gursum_Egal__75_NDVI_mean.tif"
"Gursum Egal",2023,6,"Gursum_Egal__77_NDVI_mean.tif"
"Gursum Egal",2023,10,"Gursum_Egal__81_NDVI_mean.tif"
"Gursum Egal",2023,11,"Gursum_Egal__82_NDVI_mean.tif"
"Gursum Egal",2023,12,"Gursum_Egal__83_NDVI_mean.tif"
"Melkabelo Bakaki",2017,4,"Melkabelo_Bakaki__3_NDVI_mean.tif"
"Melkabelo Bakaki",2017,6,"Melkabelo_Bakaki__5_NDVI_mean.tif"
"Melkabelo Bakaki",2017,10,"Melkabelo_Bakaki__9_NDVI_mean.tif"
"Melkabelo Bakaki",2017,11,"Melkabelo_Bakaki__10_NDVI_mean.tif"
"Melkabelo Bakaki",2017,12,"Melkabelo_Bakaki__11_NDVI_mean.tif"
"Melkabelo Bakaki",2018,4,"Melkabelo_Bakaki__15_NDVI_mean.tif"
"Melkabelo Bakaki",2018,6,"Melkabelo_Bakaki__17_NDVI_mean.tif"
"Melkabelo Bakaki",2018,10,"Melkabelo_Bakaki__21_NDVI_mean.tif"
"Melkabelo Bakaki",2018,11,"Melkabelo_Bakaki__22_NDVI_mean.tif"
"Melkabelo Bakaki",2018,12,"Melkabelo_Bakaki__23_NDVI_mean.tif"
"Melkabelo Bakaki",2019,4,"Melkabelo_Bakaki__27_NDVI_mean.tif"
"Melkabelo Bakaki",2019,6,"Melkabelo_Bakaki__29_NDVI_mean.tif"
"Melkabelo Bakaki",2019,10,"Melkabelo_Bakaki__33_NDVI_mean.tif"
"Melkabelo Bakaki",2019,11,"Melkabelo_Bakaki__34_NDVI_mean.tif"
"Melkabelo Bakaki",2019,12,"Melkabelo_Bakaki__35_NDVI_mean.tif"
"Melkabelo Bakaki",2020,4,"Melkabelo_Bakaki__39_NDVI_mean.tif"
"Melkabelo Bakaki",2020,6,"Melkabelo_Bakaki__41_NDVI_mean.tif"
"Melkabelo Bakaki",2020,10,"Melkabelo_Bakaki__45_NDVI_mean.tif"
"Melkabelo Bakaki",2020,11,"Melkabelo_Bakaki__46_NDVI_mean.tif"
"Melkabelo Bakaki",2020,12,"Melkabelo_Bakaki__47_NDVI_mean.tif"
"Melkabelo Bakaki",2021,4,"Melkabelo_Bakaki__51_NDVI_mean.tif"
"Melkabelo Bakaki",2021,6,"Melkabelo_Bakaki__53_NDVI_mean.tif"
"Melkabelo Bakaki",2021,10,"Melkabelo_Bakaki__57_NDVI_mean.tif"
"Melkabelo Bakaki",2021,11,"Melkabelo_Bakaki__58_NDVI_mean.tif"
"Melkabelo Bakaki",2021,12,"Melkabelo_Bakaki__59_NDVI_mean.tif"
"Melkabelo Bakaki",2022,4,"Melkabelo_Bakaki__63_NDVI_mean.tif"
"Melkabelo Bakaki",2022,6,"Melkabelo_Bakaki__65_NDVI_mean.tif"
"Melkabelo Bakaki",2022,10,"Melkabelo_Bakaki__69_NDVI_mean.tif"
"Melkabelo Bakaki",2022,11,"Melkabelo_Bakaki__70_NDVI_mean.tif"
"Melkabelo Bakaki",2022,12,"Melkabelo_Bakaki__71_NDVI_mean.tif"
"Melkabelo Bakaki",2023,4,"Melkabelo_Bakaki__75_NDVI_mean.tif"
"Melkabelo Bakaki",2023,6,"Melkabelo_Bakaki__77_NDVI_mean.tif"
"Melkabelo Bakaki",2023,10,"Melkabelo_Bakaki__81_NDVI_mean.tif"
"Melkabelo Bakaki",2023,11,"Melkabelo_Bakaki__82_NDVI_mean.tif"
"Melkabelo Bakaki",2023,12,"Melkabelo_Bakaki__83_NDVI_mean.tif"
"Melkabelo Gadame",2017,4,"Melkabelo_Gadame__3_NDVI_mean.tif"
"Melkabelo Gadame",2017,6,"Melkabelo_Gadame__5_NDVI_mean.tif"
"Melkabelo Gadame",2017,10,"Melkabelo_Gadame__9_NDVI_mean.tif"
"Melkabelo Gadame",2017,11,"Melkabelo_Gadame__10_NDVI_mean.tif"
"Melkabelo Gadame",2017,12,"Melkabelo_Gadame__11_NDVI_mean.tif"
"Melkabelo Gadame",2018,4,"Melkabelo_Gadame__15_NDVI_mean.tif"
"Melkabelo Gadame",2018,6,"Melkabelo_Gadame__17_NDVI_mean.tif"
"Melkabelo Gadame",2018,10,"Melkabelo_Gadame__21_NDVI_mean.tif"
"Melkabelo Gadame",2018,11,"Melkabelo_Gadame__22_NDVI_mean.tif"
"Melkabelo Gadame",2018,12,"Melkabelo_Gadame__23_NDVI_mean.tif"
"Melkabelo Gadame",2019,4,"Melkabelo_Gadame__27_NDVI_mean.tif"
"Melkabelo Gadame",2019,6,"Melkabelo_Gadame__29_NDVI_mean.tif"
"Melkabelo Gadame",2019,10,"Melkabelo_Gadame__33_NDVI_mean.tif"
"Melkabelo Gadame",2019,11,"Melkabelo_Gadame__34_NDVI_mean.tif"
"Melkabelo Gadame",2019,12,"Melkabelo_Gadame__35_NDVI_mean.tif"
"Melkabelo Gadame",2020,4,"Melkabelo_Gadame__39_NDVI_mean.tif"
"Melkabelo Gadame",2020,6,"Melkabelo_Gadame__41_NDVI_mean.tif"
"Melkabelo Gadame",2020,10,"Melkabelo_Gadame__45_NDVI_mean.tif"
"Melkabelo Gadame",2020,11,"Melkabelo_Gadame__46_NDVI_mean.tif"
"Melkabelo Gadame",2020,12,"Melkabelo_Gadame__47_NDVI_mean.tif"
"Melkabelo Gadame",2021,4,"Melkabelo_Gadame__51_NDVI_mean.tif"
"Melkabelo Gadame",2021,6,"Melkabelo_Gadame__53_NDVI_mean.tif"
"Melkabelo Gadame",2021,10,"Melkabelo_Gadame__57_NDVI_mean.tif"
"Melkabelo Gadame",2021,11,"Melkabelo_Gadame__58_NDVI_mean.tif"
"Melkabelo Gadame",2021,12,"Melkabelo_Gadame__59_NDVI_mean.tif"
"Melkabelo Gadame",2022,4,"Melkabelo_Gadame__63_NDVI_mean.tif"
"Melkabelo Gadame",2022,6,"Melkabelo_Gadame__65_NDVI_mean.tif"
"Melkabelo Gadame",2022,10,"Melkabelo_Gadame__69_NDVI_mean.tif"
"Melkabelo Gadame",2022,11,"Melkabelo_Gadame__70_NDVI_mean.tif"
"Melkabelo Gadame",2022,12,"Melkabelo_Gadame__71_NDVI_mean.tif"
"Melkabelo Gadame",2023,4,"Melkabelo_Gadame__75_NDVI_mean.tif"
"Melkabelo Gadame",2023,6,"Melkabelo_Gadame__77_NDVI_mean.tif"
"Melkabelo Gadame",2023,10,"Melkabelo_Gadame__81_NDVI_mean.tif"
"Melkabelo Gadame",2023,11,"Melkabelo_Gadame__82_NDVI_mean.tif"
"Melkabelo Gadame",2023,12,"Melkabelo_Gadame__83_NDVI_mean.tif"
"Melkabelo Gola Warabo",2017,6,"Melkabelo_Gola_Warabo__5_NDVI_mean.tif"
"Melkabelo Gola Warabo",2017,10,"Melkabelo_Gola_Warabo__9_NDVI_mean.tif"
"Melkabelo Gola Warabo",2017,11,"Melkabelo_Gola_Warabo__10_NDVI_mean.tif"
"Melkabelo Gola Warabo",2017,12,"Melkabelo_Gola_Warabo__11_NDVI_mean.tif"
"Melkabelo Gola Warabo",2018,4,"Melkabelo_Gola_Warabo__15_NDVI_mean.tif"
"Melkabelo Gola Warabo",2018,6,"Melkabelo_Gola_Warabo__17_NDVI_mean.tif"
"Melkabelo Gola Warabo",2018,10,"Melkabelo_Gola_Warabo__21_NDVI_mean.tif"
"Melkabelo Gola Warabo",2018,11,"Melkabelo_Gola_Warabo__22_NDVI_mean.tif"
"Melkabelo Gola Warabo",2018,12,"Melkabelo_Gola_Warabo__23_NDVI_mean.tif"
"Melkabelo Gola Warabo",2019,4,"Melkabelo_Gola_Warabo__27_NDVI_mean.tif"
"Melkabelo Gola Warabo",2019,6,"Melkabelo_Gola_Warabo__29_NDVI_mean.tif"
"Melkabelo Gola Warabo",2019,10,"Melkabelo_Gola_Warabo__33_NDVI_mean.tif"
"Melkabelo Gola Warabo",2019,11,"Melkabelo_Gola_Warabo__34_NDVI_mean.tif"
"Melkabelo Gola Warabo",2019,12,"Melkabelo_Gola_Warabo__35_NDVI_mean.tif"
"Melkabelo Gola Warabo",2020,4,"Melkabelo_Gola_Warabo__39_NDVI_mean.tif"
"Melkabelo Gola Warabo",2020,6,"Melkabelo_Gola_Warabo__41_NDVI_mean.tif"
"Melkabelo Gola Warabo",2020,10,"Melkabelo_Gola_Warabo__45_NDVI_mean.tif"
"Melkabelo Gola Warabo",2020,11,"Melkabelo_Gola_Warabo__46_NDVI_mean.tif"
"Melkabelo Gola Warabo",2020,12,"Melkabelo_Gola_Warabo__47_NDVI_mean.tif"
"Melkabelo Gola Warabo",2021,4,"Melkabelo_Gola_Warabo__51_NDVI_mean.tif"
"Melkabelo Gola Warabo",2021,6,"Melkabelo_Gola_Warabo__53_NDVI_mean.tif"
"Melkabelo Gola Warabo",2021,10,"Melkabelo_Gola_Warabo__57_NDVI_mean.tif"
"Melkabelo Gola Warabo",2021,11,"Melkabelo_Gola_Warabo__58_NDVI_mean.tif"
"Melkabelo Gola Warabo",2021,12,"Melkabelo_Gola_Warabo__59_NDVI_mean.tif"
"Melkabelo Gola Warabo",2022,4,"Melkabelo_Gola_Warabo__63_NDVI_mean.tif"
"Melkabelo Gola Warabo",2022,6,"Melkabelo_Gola_Warabo__65_NDVI_mean.tif"
"Melkabelo Gola Warabo",2022,10,"Melkabelo_Gola_Warabo__69_NDVI_mean.tif"
"Melkabelo Gola Warabo",2022,11,"Melkabelo_Gola_Warabo__70_NDVI_mean.tif"
"Melkabelo Gola Warabo",2022,12,"Melkabelo_Gola_Warabo__71_NDVI_mean.tif"
"Melkabelo Gola Warabo",2023,4,"Melkabelo_Gola_Warabo__75_NDVI_mean.tif"
"Melkabelo Gola Warabo",2023,6,"Melkabelo_Gola_Warabo__77_NDVI_mean.tif"
"Melkabelo Gola Warabo",2023,10,"Melkabelo_Gola_Warabo__81_NDVI_mean.tif"
"Melkabelo Gola Warabo",2023,11,"Melkabelo_Gola_Warabo__82_NDVI_mean.tif"
"Melkabelo Gola Warabo",2023,12,"Melkabelo_Gola_Warabo__83_NDVI_mean.tif"
"Midhega Tola Ibro",2017,6,"Midhega_Tola_Ibro__5_NDVI_mean.tif"
"Midhega Tola Ibro",2017,10,"Midhega_Tola_Ibro__9_NDVI_mean.tif"
"Midhega Tola Ibro",2017,11,"Midhega_Tola_Ibro__10_NDVI_mean.tif"
"Midhega Tola Ibro",2017,12,"Midhega_Tola_Ibro__11_NDVI_mean.tif"
"Midhega Tola Ibro",2018,4,"Midhega_Tola_Ibro__15_NDVI_mean.tif"
"Midhega Tola Ibro",2018,6,"Midhega_Tola_Ibro__17_NDVI_mean.tif"
"Midhega Tola Ibro",2018,10,"Midhega_Tola_Ibro__21_NDVI_mean.tif"
"Midhega Tola Ibro",2018,11,"Midhega_Tola_Ibro__22_NDVI_mean.tif"
"Midhega Tola Ibro",2018,12,"Midhega_Tola_Ibro__23_NDVI_mean.tif"
"Midhega Tola Ibro",2019,4,"Midhega_Tola_Ibro__27_NDVI_mean.tif"
"Midhega Tola Ibro",2019,10,"Midhega_Tola_Ibro__33_NDVI_mean.tif"
"Midhega Tola Ibro",2019,11,"Midhega_Tola_Ibro__34_NDVI_mean.tif"
"Midhega Tola Ibro",2019,12,"Midhega_Tola_Ibro__35_NDVI_mean.tif"
"Midhega Tola Ibro",2020,4,"Midhega_Tola_Ibro__39_NDVI_mean.tif"
"Midhega Tola Ibro",2020,6,"Midhega_Tola_Ibro__41_NDVI_mean.tif"
"Midhega Tola Ibro",2020,10,"Midhega_Tola_Ibro__45_NDVI_mean.tif"
"Midhega Tola Ibro",2020,11,"Midhega_Tola_Ibro__46_NDVI_mean.tif"
"Midhega Tola Ibro",2020,12,"Midhega_Tola_Ibro__47_NDVI_mean.tif"
"Midhega Tola Ibro",2021,4,"Midhega_Tola_Ibro__51_NDVI_mean.tif"
"Midhega Tola Ibro",2021,6,"Midhega_Tola_Ibro__53_NDVI_mean.tif"
"Midhega Tola Ibro",2021,10,"Midhega_Tola_Ibro__57_NDVI_mean.tif"
"Midhega Tola Ibro",2021,11,"Midhega_Tola_Ibro__58_NDVI_mean.tif"
"Midhega Tola Ibro",2021,12,"Midhega_Tola_Ibro__59_NDVI_mean.tif"
"Midhega Tola Ibro",2022,4,"Midhega_Tola_Ibro__63_NDVI_mean.tif"
"Midhega Tola Ibro",2022,6,"Midhega_Tola_Ibro__65_NDVI_mean.tif"
"Midhega Tola Ibro",2022,10,"Midhega_Tola_Ibro__69_NDVI_mean.tif"
"Midhega Tola Ibro",2022,11,"Midhega_Tola_Ibro__70_NDVI_mean.tif"
"Midhega Tola Ibro",2022,12,"Midhega_Tola_Ibro__71_NDVI_mean.tif"
"Midhega Tola Ibro",2023,6,"Midhega_Tola_Ibro__77_NDVI_mean.tif"
"Midhega Tola Ibro",2023,10,"Midhega_Tola_Ibro__81_NDVI_mean.tif"
"Midhega Tola Ibro",2023,11,"Midhega_Tola_Ibro__82_NDVI_mean.tif"
"Midhega Tola Ibro",2023,12,"Midhega_Tola_Ibro__83_NDVI_mean.tif"
"Midhega Tola Quufa",2017,6,"Midhega_Tola_Quufa__5_NDVI_mean.tif"
"Midhega Tola Quufa",2017,10,"Midhega_Tola_Quufa__9_NDVI_mean.tif"
"Midhega Tola Quufa",2017,11,"Midhega_Tola_Quufa__10_NDVI_mean.tif"
"Midhega Tola Quufa",2017,12,"Midhega_Tola_Quufa__11_NDVI_mean.tif"
"Midhega Tola Quufa",2018,4,"Midhega_Tola_Quufa__15_NDVI_mean.tif"
"Midhega Tola Quufa",2018,6,"Midhega_Tola_Quufa__17_NDVI_mean.tif"
"Midhega Tola Quufa",2018,10,"Midhega_Tola_Quufa__21_NDVI_mean.tif"
"Midhega Tola Quufa",2018,11,"Midhega_Tola_Quufa__22_NDVI_mean.tif"
"Midhega Tola Quufa",2018,12,"Midhega_Tola_Quufa__23_NDVI_mean.tif"
"Midhega Tola Quufa",2019,4,"Midhega_Tola_Quufa__27_NDVI_mean.tif"
"Midhega Tola Quufa",2019,10,"Midhega_Tola_Quufa__33_NDVI_mean.tif"
"Midhega Tola Quufa",2019,11,"Midhega_Tola_Quufa__34_NDVI_mean.tif"
"Midhega Tola Quufa",2019,12,"Midhega_Tola_Quufa__35_NDVI_mean.tif"
"Midhega Tola Quufa",2020,4,"Midhega_Tola_Quufa__39_NDVI_mean.tif"
"Midhega Tola Quufa",2020,6,"Midhega_Tola_Quufa__41_NDVI_mean.tif"
"Midhega Tola Quufa",2020,10,"Midhega_Tola_Quufa__45_NDVI_mean.tif"
"Midhega Tola Quufa",2020,11,"Midhega_Tola_Quufa__46_NDVI_mean.tif"
"Midhega Tola Quufa",2020,12,"Midhega_Tola_Quufa__47_NDVI_mean.tif"
"Midhega Tola Quufa",2021,4,"Midhega_Tola_Quufa__51_NDVI_mean.tif"
"Midhega Tola Quufa",2021,6,"Midhega_Tola_Quufa__53_NDVI_mean.tif"
"Midhega Tola Quufa",2021,10,"Midhega_Tola_Quufa__57_NDVI_mean.tif"
"Midhega Tola Quufa",2021,11,"Midhega_Tola_Quufa__58_NDVI_mean.tif"
"Midhega Tola Quufa",2021,12,"Midhega_Tola_Quufa__59_NDVI_mean.tif"
"Midhega Tola Quufa",2022,4,"Midhega_Tola_Quufa__63_NDVI_mean.tif"
"Midhega Tola Quufa",2022,6,"Midhega_Tola_Quufa__65_NDVI_mean.tif"
"Midhega Tola Quufa",2022,10,"Midhega_Tola_Quufa__69_NDVI_mean.tif"
"Midhega Tola Quufa",2022,11,"Midhega_Tola_Quufa__70_NDVI_mean.tif"
"Midhega Tola Quufa",2022,12,"Midhega_Tola_Quufa__71_NDVI_mean.tif"
"Midhega Tola Quufa",2023,6,"Midhega_Tola_Quufa__77_NDVI_mean.tif"
"Midhega Tola Quufa",2023,10,"Midhega_Tola_Quufa__81_NDVI_mean.tif"
"Midhega Tola Quufa",2023,11,"Midhega_Tola_Quufa__82_NDVI_mean.tif"
"Midhega Tola Quufa",2023,12,"Midhega_Tola_Quufa__83_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2017,4,"Midhega_Tola_Tarkanfata__3_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2017,6,"Midhega_Tola_Tarkanfata__5_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2017,10,"Midhega_Tola_Tarkanfata__9_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2017,11,"Midhega_Tola_Tarkanfata__10_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2017,12,"Midhega_Tola_Tarkanfata__11_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2018,4,"Midhega_Tola_Tarkanfata__15_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2018,6,"Midhega_Tola_Tarkanfata__17_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2018,10,"Midhega_Tola_Tarkanfata__21_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2018,11,"Midhega_Tola_Tarkanfata__22_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2018,12,"Midhega_Tola_Tarkanfata__23_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2019,4,"Midhega_Tola_Tarkanfata__27_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2019,6,"Midhega_Tola_Tarkanfata__29_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2019,10,"Midhega_Tola_Tarkanfata__33_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2019,11,"Midhega_Tola_Tarkanfata__34_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2019,12,"Midhega_Tola_Tarkanfata__35_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2020,4,"Midhega_Tola_Tarkanfata__39_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2020,6,"Midhega_Tola_Tarkanfata__41_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2020,10,"Midhega_Tola_Tarkanfata__45_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2020,11,"Midhega_Tola_Tarkanfata__46_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2020,12,"Midhega_Tola_Tarkanfata__47_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2021,4,"Midhega_Tola_Tarkanfata__51_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2021,6,"Midhega_Tola_Tarkanfata__53_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2021,10,"Midhega_Tola_Tarkanfata__57_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2021,11,"Midhega_Tola_Tarkanfata__58_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2021,12,"Midhega_Tola_Tarkanfata__59_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2022,4,"Midhega_Tola_Tarkanfata__63_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2022,6,"Midhega_Tola_Tarkanfata__65_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2022,10,"Midhega_Tola_Tarkanfata__69_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2022,11,"Midhega_Tola_Tarkanfata__70_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2022,12,"Midhega_Tola_Tarkanfata__71_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2023,4,"Midhega_Tola_Tarkanfata__75_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2023,6,"Midhega_Tola_Tarkanfata__77_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2023,10,"Midhega_Tola_Tarkanfata__81_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2023,11,"Midhega_Tola_Tarkanfata__82_NDVI_mean.tif"
"Midhega Tola Tarkanfata",2023,12,"Midhega_Tola_Tarkanfata__83_NDVI_mean.tif"
"Midhega Tola Urji",2017,6,"Midhega_Tola_Urji__5_NDVI_mean.tif"
"Midhega Tola Urji",2017,10,"Midhega_Tola_Urji__9_NDVI_mean.tif"
"Midhega Tola Urji",2017,11,"Midhega_Tola_Urji__10_NDVI_mean.tif"
"Midhega Tola Urji",2017,12,"Midhega_Tola_Urji__11_NDVI_mean.tif"
"Midhega Tola Urji",2018,4,"Midhega_Tola_Urji__15_NDVI_mean.tif"
"Midhega Tola Urji",2018,6,"Midhega_Tola_Urji__17_NDVI_mean.tif"
"Midhega Tola Urji",2018,10,"Midhega_Tola_Urji__21_NDVI_mean.tif"
"Midhega Tola Urji",2018,11,"Midhega_Tola_Urji__22_NDVI_mean.tif"
"Midhega Tola Urji",2018,12,"Midhega_Tola_Urji__23_NDVI_mean.tif"
"Midhega Tola Urji",2019,4,"Midhega_Tola_Urji__27_NDVI_mean.tif"
"Midhega Tola Urji",2019,10,"Midhega_Tola_Urji__33_NDVI_mean.tif"
"Midhega Tola Urji",2019,11,"Midhega_Tola_Urji__34_NDVI_mean.tif"
"Midhega Tola Urji",2019,12,"Midhega_Tola_Urji__35_NDVI_mean.tif"
"Midhega Tola Urji",2020,4,"Midhega_Tola_Urji__39_NDVI_mean.tif"
"Midhega Tola Urji",2020,6,"Midhega_Tola_Urji__41_NDVI_mean.tif"
"Midhega Tola Urji",2020,10,"Midhega_Tola_Urji__45_NDVI_mean.tif"
"Midhega Tola Urji",2020,11,"Midhega_Tola_Urji__46_NDVI_mean.tif"
"Midhega Tola Urji",2020,12,"Midhega_Tola_Urji__47_NDVI_mean.tif"
"Midhega Tola Urji",2021,4,"Midhega_Tola_Urji__51_NDVI_mean.tif"
"Midhega Tola Urji",2021,6,"Midhega_Tola_Urji__53_NDVI_mean.tif"
"Midhega Tola Urji",2021,10,"Midhega_Tola_Urji__57_NDVI_mean.tif"
"Midhega Tola Urji",2021,11,"Midhega_Tola_Urji__58_NDVI_mean.tif"
"Midhega Tola Urji",2021,12,"Midhega_Tola_Urji__59_NDVI_mean.tif"
"Midhega Tola Urji",2022,4,"Midhega_Tola_Urji__63_NDVI_mean.tif"
"Midhega Tola Urji",2022,6,"Midhega_Tola_Urji__65_NDVI_mean.tif"
"Midhega Tola Urji",2022,10,"Midhega_Tola_Urji__69_NDVI_mean.tif"
"Midhega Tola Urji",2022,11,"Midhega_Tola_Urji__70_NDVI_mean.tif"
"Midhega Tola Urji",2022,12,"Midhega_Tola_Urji__71_NDVI_mean.tif"
"Midhega Tola Urji",2023,6,"Midhega_Tola_Urji__77_NDVI_mean.tif"
"Midhega Tola Urji",2023,10,"Midhega_Tola_Urji__81_NDVI_mean.tif"
"Midhega Tola Urji",2023,11,"Midhega_Tola_Urji__82_NDVI_mean.tif"
"Midhega Tola Urji",2023,12,"Midhega_Tola_Urji__83_NDVI_mean.tif"
