"WSNAME","YEAR","MONTHNUM","WSNAME_","FILENAME"
"Melkabelo Ido Lencha",2019,6,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2019_6.tif"
"Melkabelo Ido Lencha",2019,12,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2019_12.tif"
"Melkabelo Ido Lencha",2020,6,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2020_6.tif"
"Melkabelo Ido Lencha",2020,12,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2020_12.tif"
"Melkabelo Ido Lencha",2021,6,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2021_6.tif"
"Melkabelo Ido Lencha",2021,12,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2021_12.tif"
"Melkabelo Ido Lencha",2022,6,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2022_6.tif"
"Melkabelo Ido Lencha",2023,6,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2023_6.tif"
"Melkabelo Ido Lencha",2023,12,"Melkabelo_Ido_Lencha","LULC_Melkabelo_Ido_Lencha_2023_12.tif"
"Babile Sadiq",2018,10,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2018_10.tif"
"Babile Sadiq",2019,4,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2019_4.tif"
"Babile Sadiq",2019,10,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2019_10.tif"
"Babile Sadiq",2020,4,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2020_4.tif"
"Babile Sadiq",2020,10,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2020_10.tif"
"Babile Sadiq",2021,4,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2021_4.tif"
"Babile Sadiq",2021,10,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2021_10.tif"
"Babile Sadiq",2022,4,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2022_4.tif"
"Babile Sadiq",2022,10,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2022_10.tif"
"Babile Sadiq",2023,10,"Babile_Sadiq","Control_LULC_Babile_Sadiq_2023_10.tif"
"Babile Shekumar",2018,4,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2018_4.tif"
"Babile Shekumar",2018,10,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2018_10.tif"
"Babile Shekumar",2019,4,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2019_4.tif"
"Babile Shekumar",2019,10,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2019_10.tif"
"Babile Shekumar",2020,4,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2020_4.tif"
"Babile Shekumar",2020,10,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2020_10.tif"
"Babile Shekumar",2021,4,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2021_4.tif"
"Babile Shekumar",2021,10,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2021_10.tif"
"Babile Shekumar",2022,4,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2022_4.tif"
"Babile Shekumar",2022,10,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2022_10.tif"
"Babile Shekumar",2023,10,"Babile_Shekumar","Control_LULC_Babile_Shekumar_2023_10.tif"
"Deder Dimmaa",2018,10,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2018_10.tif"
"Deder Dimmaa",2019,4,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2019_4.tif"
"Deder Dimmaa",2019,10,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2019_10.tif"
"Deder Dimmaa",2020,10,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2020_10.tif"
"Deder Dimmaa",2021,4,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2021_4.tif"
"Deder Dimmaa",2021,10,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2021_10.tif"
"Deder Dimmaa",2022,4,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2022_4.tif"
"Deder Dimmaa",2022,10,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2022_10.tif"
"Deder Dimmaa",2023,10,"Deder_Dimmaa","Control_LULC_Deder_Dimmaa_2023_10.tif"
"Fedis Bidi Bora",2018,10,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2018_10.tif"
"Fedis Bidi Bora",2019,4,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2019_4.tif"
"Fedis Bidi Bora",2019,10,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2019_10.tif"
"Fedis Bidi Bora",2020,4,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2020_4.tif"
"Fedis Bidi Bora",2020,10,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2020_10.tif"
"Fedis Bidi Bora",2021,4,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2021_4.tif"
"Fedis Bidi Bora",2021,10,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2021_10.tif"
"Fedis Bidi Bora",2022,4,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2022_4.tif"
"Fedis Bidi Bora",2022,10,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2022_10.tif"
"Fedis Bidi Bora",2023,10,"Fedis_Bidi_Bora","Control_LULC_Fedis_Bidi_Bora_2023_10.tif"
"Gursum Egal",2018,4,"Gursum_Egal","Control_LULC_Gursum_Egal_2018_4.tif"
"Gursum Egal",2018,10,"Gursum_Egal","Control_LULC_Gursum_Egal_2018_10.tif"
"Gursum Egal",2019,4,"Gursum_Egal","Control_LULC_Gursum_Egal_2019_4.tif"
"Gursum Egal",2019,10,"Gursum_Egal","Control_LULC_Gursum_Egal_2019_10.tif"
"Gursum Egal",2020,4,"Gursum_Egal","Control_LULC_Gursum_Egal_2020_4.tif"
"Gursum Egal",2020,10,"Gursum_Egal","Control_LULC_Gursum_Egal_2020_10.tif"
"Gursum Egal",2021,4,"Gursum_Egal","Control_LULC_Gursum_Egal_2021_4.tif"
"Gursum Egal",2021,10,"Gursum_Egal","Control_LULC_Gursum_Egal_2021_10.tif"
"Gursum Egal",2022,4,"Gursum_Egal","Control_LULC_Gursum_Egal_2022_4.tif"
"Gursum Egal",2022,10,"Gursum_Egal","Control_LULC_Gursum_Egal_2022_10.tif"
"Gursum Egal",2023,10,"Gursum_Egal","Control_LULC_Gursum_Egal_2023_10.tif"
"Melkabelo Bakaki",2018,4,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2018_4.tif"
"Melkabelo Bakaki",2018,10,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2018_10.tif"
"Melkabelo Bakaki",2019,4,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2019_4.tif"
"Melkabelo Bakaki",2019,10,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2019_10.tif"
"Melkabelo Bakaki",2020,4,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2020_4.tif"
"Melkabelo Bakaki",2020,10,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2020_10.tif"
"Melkabelo Bakaki",2021,4,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2021_4.tif"
"Melkabelo Bakaki",2021,10,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2021_10.tif"
"Melkabelo Bakaki",2022,4,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2022_4.tif"
"Melkabelo Bakaki",2022,10,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2022_10.tif"
"Melkabelo Bakaki",2023,4,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2023_4.tif"
"Melkabelo Bakaki",2023,10,"Melkabelo_Bakaki","Control_LULC_Melkabelo_Bakaki_2023_10.tif"
"Melkabelo Gola Warabo",2018,4,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2018_4.tif"
"Melkabelo Gola Warabo",2018,10,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2018_10.tif"
"Melkabelo Gola Warabo",2019,4,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2019_4.tif"
"Melkabelo Gola Warabo",2019,10,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2019_10.tif"
"Melkabelo Gola Warabo",2020,4,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2020_4.tif"
"Melkabelo Gola Warabo",2020,10,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2020_10.tif"
"Melkabelo Gola Warabo",2021,4,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2021_4.tif"
"Melkabelo Gola Warabo",2021,10,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2021_10.tif"
"Melkabelo Gola Warabo",2022,4,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2022_4.tif"
"Melkabelo Gola Warabo",2022,10,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2022_10.tif"
"Melkabelo Gola Warabo",2023,4,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2023_4.tif"
"Melkabelo Gola Warabo",2023,10,"Melkabelo_Gola_Warabo","Control_LULC_Melkabelo_Gola_Warabo_2023_10.tif"
"Midhega Tola Ibro",2018,10,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2018_10.tif"
"Midhega Tola Ibro",2019,4,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2019_4.tif"
"Midhega Tola Ibro",2019,10,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2019_10.tif"
"Midhega Tola Ibro",2020,4,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2020_4.tif"
"Midhega Tola Ibro",2020,10,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2020_10.tif"
"Midhega Tola Ibro",2021,4,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2021_4.tif"
"Midhega Tola Ibro",2021,10,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2021_10.tif"
"Midhega Tola Ibro",2022,4,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2022_4.tif"
"Midhega Tola Ibro",2022,10,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2022_10.tif"
"Midhega Tola Ibro",2023,10,"Midhega_Tola_Ibro","Control_LULC_Midhega_Tola_Ibro_2023_10.tif"
"Midhega Tola Quufa",2018,10,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2018_10.tif"
"Midhega Tola Quufa",2019,4,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2019_4.tif"
"Midhega Tola Quufa",2019,10,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2019_10.tif"
"Midhega Tola Quufa",2020,4,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2020_4.tif"
"Midhega Tola Quufa",2020,10,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2020_10.tif"
"Midhega Tola Quufa",2021,10,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2021_10.tif"
"Midhega Tola Quufa",2022,4,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2022_4.tif"
"Midhega Tola Quufa",2022,10,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2022_10.tif"
"Midhega Tola Quufa",2023,10,"Midhega_Tola_Quufa","Control_LULC_Midhega_Tola_Quufa_2023_10.tif"
"Midhega Tola Tarkanfata",2018,10,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2018_10.tif"
"Midhega Tola Tarkanfata",2019,4,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2019_4.tif"
"Midhega Tola Tarkanfata",2019,10,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2019_10.tif"
"Midhega Tola Tarkanfata",2020,10,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2020_10.tif"
"Midhega Tola Tarkanfata",2021,10,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2021_10.tif"
"Midhega Tola Tarkanfata",2022,4,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2022_4.tif"
"Midhega Tola Tarkanfata",2022,10,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2022_10.tif"
"Midhega Tola Tarkanfata",2023,10,"Midhega_Tola_Tarkanfata","Control_LULC_Midhega_Tola_Tarkanfata_2023_10.tif"
"Midhega Tola Urji",2018,10,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2018_10.tif"
"Midhega Tola Urji",2019,4,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2019_4.tif"
"Midhega Tola Urji",2019,10,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2019_10.tif"
"Midhega Tola Urji",2020,4,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2020_4.tif"
"Midhega Tola Urji",2020,10,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2020_10.tif"
"Midhega Tola Urji",2021,10,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2021_10.tif"
"Midhega Tola Urji",2022,4,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2022_4.tif"
"Midhega Tola Urji",2022,10,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2022_10.tif"
"Midhega Tola Urji",2023,10,"Midhega_Tola_Urji","Control_LULC_Midhega_Tola_Urji_2023_10.tif"
"Babile Ija Butuu",2018,6,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2018_6.tif"
"Babile Ija Butuu",2018,11,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2018_11.tif"
"Babile Ija Butuu",2019,11,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2019_11.tif"
"Babile Ija Butuu",2020,11,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2020_11.tif"
"Babile Ija Butuu",2021,6,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2021_6.tif"
"Babile Ija Butuu",2021,11,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2021_11.tif"
"Babile Ija Butuu",2022,6,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2022_6.tif"
"Babile Ija Butuu",2022,11,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2022_11.tif"
"Babile Ija Butuu",2023,6,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2023_6.tif"
"Babile Ija Butuu",2023,11,"Babile_Ija_Butuu","Control_LULC_Babile_Ija_Butuu_2023_11.tif"
"Chinakson Tula Wadaje",2018,6,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2018_6.tif"
"Chinakson Tula Wadaje",2018,11,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2018_11.tif"
"Chinakson Tula Wadaje",2019,11,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2019_11.tif"
"Chinakson Tula Wadaje",2020,11,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2020_11.tif"
"Chinakson Tula Wadaje",2021,6,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2021_6.tif"
"Chinakson Tula Wadaje",2021,11,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2021_11.tif"
"Chinakson Tula Wadaje",2022,6,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2022_6.tif"
"Chinakson Tula Wadaje",2022,11,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2022_11.tif"
"Chinakson Tula Wadaje",2023,6,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2023_6.tif"
"Chinakson Tula Wadaje",2023,11,"Chinakson_Tula_Wadaje","Control_LULC_Chinakson_Tula_Wadaje_2023_11.tif"
"Gursum Biyo Nagaya",2018,6,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2018_6.tif"
"Gursum Biyo Nagaya",2018,11,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2018_11.tif"
"Gursum Biyo Nagaya",2019,11,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2019_11.tif"
"Gursum Biyo Nagaya",2020,11,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2020_11.tif"
"Gursum Biyo Nagaya",2021,11,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2021_11.tif"
"Gursum Biyo Nagaya",2022,6,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2022_6.tif"
"Gursum Biyo Nagaya",2022,11,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2022_11.tif"
"Gursum Biyo Nagaya",2023,6,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2023_6.tif"
"Gursum Biyo Nagaya",2023,11,"Gursum_Biyo_Nagaya","Control_LULC_Gursum_Biyo_Nagaya_2023_11.tif"
"Melkabelo Gadame",2018,6,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2018_6.tif"
"Melkabelo Gadame",2018,12,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2018_12.tif"
"Melkabelo Gadame",2019,6,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2019_6.tif"
"Melkabelo Gadame",2019,12,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2019_12.tif"
"Melkabelo Gadame",2020,6,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2020_6.tif"
"Melkabelo Gadame",2020,12,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2020_12.tif"
"Melkabelo Gadame",2021,6,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2021_6.tif"
"Melkabelo Gadame",2021,12,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2021_12.tif"
"Melkabelo Gadame",2022,6,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2022_6.tif"
"Melkabelo Gadame",2022,12,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2022_12.tif"
"Melkabelo Gadame",2023,6,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2023_6.tif"
"Melkabelo Gadame",2023,12,"Melkabelo_Gadame","Control_LULC_Melkabelo_Gadame_2023_12.tif"
